,Daily Time Spent on Site,Ad Category,Time Category,Age,Area Income(in Rupees),Daily Internet Usage,Gender,Clicked on Ad,Country,Continent
7071,56.39,8,3,46,54286.1,191.82,0,1,Mexico,North America
7072,88.12,8,2,38,39616,224.23,1,1,Western Sahara,Africa
7073,86.06,6,3,32,69481.85,178.92,1,1,Serbia,Europe
7074,56.39,8,2,40,62669.59,222.91,1,0,Guernsey,Europe
7075,41.73,1,2,31,61840.26,207.17,1,0,Hong Kong,Asia
7076,56.39,8,3,46,33951.63,253.48,1,0,Switzerland,Europe
7077,36.73,3,3,31,46179.97,133.17,1,1,Czech Republic,Europe
7078,62.14,1,2,41,39799.73,228.78,1,0,Singapore,Asia
7079,56.16,3,3,30,40182.84,140.46,0,0,Faroe Islands,Europe
7080,59.22,8,3,49,45632.51,139.32,0,1,Netherlands,Europe
7081,75.42,8,2,32,55424.24,172.83,0,0,Venezuela,South America
7082,55.6,1,3,32,55424.24,172.83,1,0,Latvia,Europe
7083,40.01,1,3,44,57868.44,137.24,0,1,Bulgaria,Europe
7084,82.07,1,3,43,73538.09,121.28,1,1,Turkey,Asia
7085,60.39,5,2,31,56180.93,240.64,1,0,Singapore,Asia
7086,88.12,8,2,25,50671.6,234.26,1,1,Hong Kong,Asia
7087,81.32,1,0,23,61617.98,211.38,1,1,China,Asia
7088,42.04,4,1,37,23936.86,181.02,0,1,Belgium,Europe
7089,75.42,7,2,26,74903.41,149.79,1,0,Mexico,North America
7090,49.21,1,3,30,40182.84,240.95,0,1,Guinea,Africa
7091,71.14,8,1,40,73882.91,198.45,1,0,Honduras,North America
7092,52.68,5,3,24,52252.91,182.2,0,0,Algeria,Africa
7093,40.47,5,3,35,54875.95,236.87,0,0,Papua New Guinea,Oceania
7094,84.98,1,3,32,55424.24,178.92,1,0,Latvia,Europe
7095,59.51,1,3,30,58677.69,184.88,0,0,Ukraine,Europe
7096,82.79,5,3,35,25603.93,236.87,0,1,Algeria,Africa
7097,82.07,7,2,22,14775.5,121.07,0,0,Bahamas,North America
7098,40.04,7,1,34,59785.94,160.03,0,0,Brunei Darussalam,Asia
7099,51.3,1,2,44,50723.67,187.76,0,1,Norway,Europe
7100,40.47,8,3,29,56113.37,208.05,0,0,Burundi,Africa
7101,40.04,4,3,28,52011,217.37,0,0,Ghana,Africa
7102,55.6,8,1,36,61610.05,222.25,0,0,Ukraine,Europe
7103,51.24,3,2,36,32549.95,141.52,0,0,Guinea,Africa
7104,87.35,5,3,40,73882.91,185.46,0,0,Spain,Europe
7105,66.08,1,0,46,54286.1,130.86,0,1,Australia,Oceania
7106,86.06,6,3,32,55424.24,178.92,1,0,Ghana,Africa
7107,74.65,8,1,31,75044.35,204.79,0,0,Cameroon,Africa
7108,60.23,1,3,50,32635.7,163.48,1,1,Turkey,Asia
7109,74.54,1,2,23,60514.05,146.8,0,0,Serbia,Europe
7110,65.59,8,3,39,48335.2,124.44,0,1,Belize,North America
7111,55.6,8,3,39,48335.2,124.44,0,1,Micronesia,Oceania
7112,41.67,8,3,27,66815.54,202.18,0,0,Spain,Europe
7113,74.15,5,3,29,69646.35,230.18,1,0,Iran,Asia
7114,81.58,5,1,26,68030.18,131.68,1,0,French Guiana,South America
7115,55.92,6,3,22,31215.88,136.21,0,0,Austria,Europe
7116,59.51,5,2,29,69646.35,167.22,0,1,Senegal,Africa
7117,80.3,5,2,52,33951.63,186.37,0,1,Belgium,Europe
7118,54.88,8,2,51,74535.94,120.37,0,1,Greece,Europe
7119,40.04,8,3,34,40183.75,168.34,0,0,Turkmenistan,Asia
7120,70.29,6,3,32,55424.24,178.92,1,0,Chile,South America
7121,45.99,1,1,51,74159.69,111.94,1,1,Denmark,Europe
7122,55.6,8,1,30,58677.69,140.15,1,1,Guinea,Africa
7123,49.21,3,3,27,14548.06,190.17,0,0,Austria,Europe
7124,47.48,8,0,37,75180.2,158.56,0,1,Australia,Oceania
7125,75.55,8,3,41,61389.5,258.06,0,0,Qatar,Asia
7126,51.87,2,3,33,66873.9,204.02,1,0,Niger,Africa
7127,32.91,1,3,28,71222.4,217.37,0,0,American Samoa,Oceania
7128,66.03,3,2,32,55424.24,182.2,0,1,Bahamas,North America
7129,84.76,8,1,40,40468.53,167.22,0,1,Uganda,Africa
7130,43.49,7,3,19,53309.61,171.07,1,0,Cuba,North America
7131,55.6,3,1,24,52252.91,182.2,1,1,Saudi Arabia,Asia
7132,81.58,1,3,41,63363.04,234.26,1,1,Turkey,Asia
7133,59.05,8,3,48,52736.33,123.13,1,1,Turkey,Asia
7134,46.61,5,3,43,60575.99,184.23,0,1,Bangladesh,Asia
7135,84.73,1,3,51,57868.44,163.48,0,1,El Salvador,North America
7136,62.06,8,2,40,62669.59,122.59,1,1,United States of America,North America
7137,41.89,1,0,35,73889.99,128,1,0,Hong Kong,Asia
7138,80.3,8,1,49,45632.51,113.8,0,1,Netherlands,Europe
7139,68.11,5,3,43,57014.84,198.45,1,1,Northern Mariana Islands,Oceania
7140,63.45,4,2,42,57868.44,114.69,1,1,Czech Republic,Europe
7141,45.08,10,2,30,58677.69,140.15,0,0,Qatar,Asia
7142,55.6,8,2,24,52252.91,182.2,0,0,Qatar,Asia
7143,85.62,8,3,45,47968.32,124.67,0,1,Taiwan,Asia
7144,57.86,1,2,52,58966.22,117.75,1,1,Portugal,Europe
7145,43.6,1,3,39,42993.48,109.29,1,0,France,Europe
7146,84.25,1,3,32,69481.85,172.83,0,0,Uruguay,South America
7147,66.08,8,3,33,39616,122.31,0,1,Bangladesh,Asia
7148,65.59,1,1,36,50628.31,115.26,1,1,Indonesia,Asia
7149,44.4,8,3,36,32549.95,109.07,1,0,American Samoa,Oceania
7150,81.58,6,1,25,50506.44,202.18,0,1,Albania,Europe
7151,37,1,3,30,57877.15,201.58,0,0,Qatar,Asia
7152,40.47,5,3,35,42993.48,236.87,1,0,Hong Kong,Asia
7153,38.37,1,1,24,52252.91,182.2,0,1,Puerto Rico,North America
7154,55.6,7,2,20,71727.51,182.2,0,0,Somalia,Africa
7155,42.04,8,3,37,67132.46,258.62,0,1,Australia,Oceania
7156,59.51,4,3,40,69718.19,167.22,0,0,Greece,Europe
7157,76.81,8,0,28,61840.26,199.39,1,0,Luxembourg,Europe
7158,42.32,5,2,31,61840.26,207.17,1,0,Singapore,Asia
7159,40.47,8,2,46,33951.63,231.95,1,1,Australia,Oceania
7160,51.87,8,3,49,45632.51,168.34,0,1,Netherlands,Europe
7161,79.54,5,3,41,50671.6,234.26,1,1,Switzerland,Europe
7162,44.78,7,1,45,60641.09,174.88,0,1,Taiwan,Asia
7163,44.4,8,1,53,57877.15,201.58,1,1,Bolivia,South America
7164,38.37,1,3,32,55424.24,172.83,0,0,Chile,South America
7165,55.6,1,0,35,19991.72,236.87,0,1,Peru,South America
7166,55.6,1,2,31,56180.93,212.87,0,0,Senegal,Africa
7167,80.99,7,3,45,59886.58,124.67,0,1,Dominica,North America
7168,61.22,3,3,45,60315.19,202.25,0,1,Taiwan,Asia
7169,60.53,7,2,34,40183.75,168.34,0,0,Turkmenistan,Asia
7170,42.04,3,3,37,53058.91,230.52,0,0,Belgium,Europe
7171,53.92,5,1,28,61840.26,207.17,1,0,Senegal,Africa
7172,53.92,4,3,49,43450.11,195.69,1,1,Australia,Oceania
7173,65.77,8,2,34,34191.23,224.44,1,1,Namibia,Africa
7174,77.65,5,0,25,60315.19,116.38,1,0,Georgia,Asia
7175,59.05,1,1,43,73538.09,110.66,1,0,Burkina Faso,Africa
7176,59.59,8,3,48,43974.49,196.77,0,1,Brunei Darussalam,Asia
7177,36.08,8,0,45,74903.41,137.24,1,1,Bosnia and Herzegovina,Europe
7178,60.53,8,0,38,50723.67,122.04,0,1,Reunion,Africa
7179,56.39,8,2,55,58966.22,218.61,1,1,Australia,Oceania
7180,45.48,6,3,32,55424.24,178.92,1,0,Isle of Man,Europe
7181,80.47,1,1,38,57868.44,206.98,1,1,Finland,Europe
7182,56.3,1,1,28,59448.44,217.37,1,0,Luxembourg,Europe
7183,70.29,5,1,31,52178.98,207.17,1,0,Singapore,Asia
7184,69.15,1,0,46,54286.1,253.48,0,0,Burundi,Africa
7185,59.99,8,3,33,55424.24,178.92,1,0,Thailand,Asia
7186,61.22,7,0,45,74903.41,124.67,0,1,Switzerland,Europe
7187,76.2,4,3,23,55121.65,236.87,0,0,Angola,Africa
7188,66.08,4,2,52,33951.63,230.95,0,0,Burundi,Africa
7189,40.04,4,3,28,71222.4,217.37,0,0,Gabon,Africa
7190,56.39,8,0,46,66815.54,191.82,1,0,Australia,Oceania
7191,59.51,4,3,29,56113.37,200.71,0,0,Brazil,South America
7192,84.98,1,0,24,64698.58,178.92,1,0,Algeria,Africa
7193,38.37,5,3,36,59240.24,140.46,0,0,Qatar,Asia
7194,59.05,4,2,50,43974.49,123.13,0,1,Hungary,Europe
7195,78.7,8,2,33,43974.49,196.77,0,1,Hungary,Europe
7196,66.08,7,2,33,73941.91,215.18,0,0,Myanmar,Asia
7197,59.51,1,3,30,58677.69,236.87,0,0,Qatar,Asia
7198,67.56,4,0,24,64698.58,128.62,1,0,Puerto Rico,North America
7199,82.07,7,3,33,77988.71,162.03,0,0,Myanmar,Asia
7200,43.49,3,2,37,23936.86,258.62,0,1,Croatia,Europe
7201,87.35,3,2,42,55121.65,236.87,0,0,Croatia,Europe
7202,46.61,5,3,41,48335.2,137.24,0,1,Micronesia,Oceania
7203,36.56,2,1,29,69646.35,200.71,0,0,Burundi,Africa
7204,53.68,1,3,27,36884.23,151.94,1,0,Zimbabwe,Africa
7205,62.26,1,3,32,56605.12,172.83,1,0,Austria,Europe
7206,41.89,8,3,29,56113.37,196.61,0,0,Burundi,Africa
7207,79.54,1,1,26,35521.88,131.68,1,0,Sri Lanka,Asia
7208,41.73,1,3,42,59243.46,211.38,1,1,Denmark,Europe
7209,66.79,5,1,40,66873.9,136.18,1,1,Christmas Island,Oceania
7210,55.6,1,3,39,65953.76,128.62,1,1,Myanmar,Asia
7211,75.84,7,0,45,60550.66,124.67,0,1,Taiwan,Asia
7212,54.97,4,3,29,69646.35,136.18,1,0,Australia,Oceania
7213,54.43,1,2,39,48335.2,258.62,0,1,Czech Republic,Europe
7214,76.2,10,3,33,39616,196.77,0,1,Cuba,North America
7215,70.58,1,3,39,48335.2,138.87,0,1,Serbia,Europe
7216,47.74,10,3,36,32549.95,109.07,1,1,Belize,North America
7217,54.88,5,3,40,57545.56,167.22,0,0,Qatar,Asia
7218,51.87,8,3,28,61840.26,207.17,1,0,Croatia,Europe
7219,47.48,1,3,29,69646.35,208.05,0,0,Argentina,South America
7220,73.89,4,3,28,71222.4,204.79,0,0,Croatia,Europe
7221,80.96,4,3,28,44174.25,204.79,0,0,Gabon,Africa
7222,84.98,8,3,40,66873.9,171.07,1,0,Ghana,Africa
7223,52.84,1,2,23,55121.65,172.81,0,0,Serbia,Europe
7224,42.04,1,2,37,67132.46,181.02,0,0,Burundi,Africa
7225,82.07,1,2,41,57846.68,126.39,0,1,Cuba,North America
7226,90.97,8,3,35,50723.67,202.18,0,0,Serbia,Europe
7227,89.05,5,3,44,60192.72,140.95,1,1,Hong Kong,Asia
7228,51.56,8,3,35,54875.95,221.18,1,0,Luxembourg,Europe
7229,35.66,1,3,32,69481.85,219.94,0,1,Serbia,Europe
7230,76.2,4,3,52,33951.63,117.75,1,1,Australia,Oceania
7231,40.01,8,1,26,66291.67,190.17,0,1,Albania,Europe
7232,77.29,8,3,43,52563.22,121.28,0,0,Bangladesh,Asia
7233,84.29,4,0,31,55787.58,207.17,0,0,Cuba,North America
7234,61.22,1,3,45,59610.81,137.24,1,1,Switzerland,Europe
7235,67.56,8,2,39,60638.38,124.44,0,1,Australia,Oceania
7236,44.64,8,1,36,59240.24,124.44,0,0,United Arab Emirates,Asia
7237,79.97,1,2,31,27262.51,207.17,0,0,France,Europe
7238,54.47,3,3,35,25603.93,225.58,0,0,San Marino,Europe
7239,86.06,8,0,35,51119.93,226.54,1,1,Bolivia,South America
7240,80.3,8,2,29,53431.35,158.56,1,1,Ethiopia,Africa
7241,51.24,7,2,36,29398.61,140.46,0,1,Mexico,North America
7242,82.07,8,0,38,51920.49,120.63,0,1,Western Sahara,Africa
7243,69.62,8,3,34,59785.94,168.34,1,0,Namibia,Africa
7244,43.49,1,1,39,52520.75,214.42,0,0,Lebanon,Asia
7245,79.54,8,0,38,64564.07,137.24,0,1,Western Sahara,Africa
7246,35.61,1,3,27,66187.58,239.32,0,1,El Salvador,North America
7247,78.7,1,0,46,54286.1,130.86,0,1,Australia,Oceania
7248,89.05,1,3,43,73538.09,187.76,1,1,Turkey,Asia
7249,82.07,7,3,22,31215.88,121.07,0,0,Cuba,North America
7250,59.59,1,0,34,59785.94,212.38,1,1,Equatorial Guinea,Africa
7251,59.05,1,3,43,73538.09,157.04,1,1,Northern Mariana Islands,Oceania
7252,54.88,1,3,43,32635.7,121.28,1,1,Northern Mariana Islands,Oceania
7253,80.99,5,0,26,51463.17,131.68,0,0,Cameroon,Africa
7254,72.97,1,2,26,33951.63,198.45,1,0,Senegal,Africa
7255,41.73,3,0,42,60514.05,199.43,1,1,Czech Republic,Europe
7256,41.73,1,0,28,61840.26,207.17,1,0,Luxembourg,Europe
7257,51.24,1,3,39,38067.08,124.44,0,1,Senegal,Africa
7258,79.54,1,1,44,48335.2,122.31,0,1,Bangladesh,Asia
7259,59.05,8,3,22,56683.32,204.22,1,0,Namibia,Africa
7260,60.23,1,3,43,32635.7,198.45,1,1,Northern Mariana Islands,Oceania
7261,60.72,1,2,28,71222.4,217.37,0,0,Gabon,Africa
7262,53.92,1,0,39,56729.78,165.52,1,0,Luxembourg,Europe
7263,47.48,1,1,29,69646.35,216.49,0,0,Burundi,Africa
7264,75.15,3,3,36,50628.31,115.26,1,0,Netherlands Antilles,North America
7265,56.46,8,3,26,39840.55,109.98,0,1,Albania,Europe
7266,70.09,8,3,44,30487.48,229.12,0,1,Cayman Islands,North America
7267,66.12,8,1,37,63649.04,217.37,1,1,Netherlands,Europe
7268,83.71,8,1,26,56694.12,190.17,0,1,Tonga,Oceania
7269,44.78,4,1,26,66291.67,131.68,1,1,Albania,Europe
7270,59.05,1,2,33,52736.33,113.12,1,0,Vanuatu,Oceania
7271,59.59,8,3,48,52736.33,201.15,1,1,Northern Mariana Islands,Oceania
7272,80.3,10,3,52,64021.55,154.75,0,1,Belgium,Europe
7273,55.6,5,3,35,25603.93,236.87,0,0,Ukraine,Europe
7274,56.16,10,3,52,36752.24,196.61,0,1,Eritrea,Africa
7275,35.61,1,2,54,66187.58,108.03,0,1,Netherlands,Europe
7276,41.49,8,0,53,66574,234.26,1,1,Georgia,Asia
7277,47.64,1,1,29,69646.35,200.71,0,0,Bouvet Island (Bouvetoya),Antarctica
7278,80.3,3,3,49,39031.89,195.69,1,1,Australia,Oceania
7279,46.61,1,3,52,43974.49,157.04,0,1,Greece,Europe
7280,61.09,8,0,45,59886.58,174.88,0,1,Taiwan,Asia
7281,55.6,6,0,24,52252.91,178.92,1,0,Algeria,Africa
7282,80.3,8,2,37,51067.54,217.37,0,1,Australia,Oceania
7283,55.6,1,0,24,52252.91,178.92,1,0,Algeria,Africa
7284,84.73,5,3,36,32549.95,109.07,1,1,French Polynesia,Oceania
7285,65.59,1,3,28,59677.64,161.16,1,1,Australia,Oceania
7286,65.59,6,1,39,32549.95,141.89,1,1,Poland,Europe
7287,46.61,4,3,48,57868.44,123.13,0,1,Tonga,Oceania
7288,34.3,8,2,34,59785.94,168.34,0,1,Turkmenistan,Asia
7289,60.72,4,0,42,60514.05,238.58,0,1,Czech Republic,Europe
7290,66.18,1,3,28,71222.4,139.01,0,0,Czech Republic,Europe
7291,67.85,5,3,28,53058.91,258.62,0,1,Croatia,Europe
7292,46.61,8,3,44,61009.1,187.76,1,1,Turkey,Asia
7293,80.31,5,1,28,39799.73,207.17,1,0,Senegal,Africa
7294,73.89,1,0,42,59243.46,199.43,1,1,Czech Republic,Europe
7295,41.73,1,2,28,61840.26,120.49,1,0,Luxembourg,Europe
7296,60.23,1,3,50,43974.49,123.13,1,1,Heard Island and McDonald Islands,Antarctica
7297,77.6,8,3,40,31265.75,136.18,1,1,Sweden,Europe
7298,86.06,8,0,35,51119.93,226.54,1,1,French Southern Territories,Antarctica
7299,78.41,4,2,42,57868.44,238.58,0,1,Costa Rica,North America
7300,65.77,4,2,42,59243.46,236.87,0,1,Azerbaijan,Asia
7301,43.49,8,3,37,58235.21,217.37,1,0,Eritrea,Africa
7302,57.86,5,0,40,57260.41,229.12,0,1,Cayman Islands,North America
7303,59.22,0,2,39,75044.35,204.79,0,0,Cameroon,Africa
7304,82.07,4,3,48,53922.43,123.13,0,1,Tonga,Oceania
7305,70.03,5,0,31,52178.98,240.64,1,0,Senegal,Africa
7306,41.73,10,1,28,61840.26,161.16,0,1,Liberia,Africa
7307,42.04,8,3,49,39031.89,195.69,1,1,Australia,Oceania
7308,65.65,1,2,30,57877.15,244.91,1,0,Bolivia,South America
7309,76.2,8,1,38,57868.44,178.75,1,1,Western Sahara,Africa
7310,33.33,7,0,45,59886.58,174.88,0,1,France,Europe
7311,75.42,4,2,29,50055.33,198.56,1,0,Canada,North America
7312,74.32,4,3,23,59243.46,211.38,1,0,Chad,Africa
7313,55.6,5,3,32,70505.06,219.94,0,1,Serbia,Europe
7314,66.18,8,2,34,40183.75,160.03,0,0,Brunei Darussalam,Asia
7315,76.56,4,0,42,57868.44,178.75,0,1,Costa Rica,North America
7316,79.6,8,3,28,67669.06,217.37,1,0,United States Virgin Islands,North America
7317,51.24,8,2,36,41229.16,140.46,0,0,Qatar,Asia
7318,43.49,3,2,37,50960.08,158.56,1,1,Australia,Oceania
7319,44.78,5,1,26,60315.19,131.68,1,0,Dominica,North America
7320,42.04,7,1,37,23936.86,217.37,0,1,Belgium,Europe
7321,80.3,8,3,49,45632.51,113.8,0,1,Netherlands,Europe
7322,66.12,8,3,49,45632.51,113.8,0,1,Eritrea,Africa
7323,51.24,8,3,36,76003.47,140.46,0,1,Uganda,Africa
7324,56.39,8,2,46,33951.63,231.95,1,1,Switzerland,Europe
7325,46.14,5,3,33,43974.49,196.77,1,1,Greece,Europe
7326,72.8,1,3,41,63551.67,236.87,0,0,Qatar,Asia
7327,43.49,6,3,28,59448.44,120.49,1,0,Luxembourg,Europe
7328,44.4,8,2,32,69481.85,190.41,0,1,Saudi Arabia,Asia
7329,78.7,8,3,46,54286.1,191.82,0,1,Anguilla,North America
7330,40.47,5,2,35,73889.99,236.87,0,0,Ukraine,Europe
7331,62.26,10,2,49,64564.07,187.76,1,1,Tanzania,Africa
7332,37.45,1,2,31,59886.58,141.89,1,0,Hong Kong,Asia
7333,81.58,4,2,25,50671.6,241.03,1,0,Austria,Europe
7334,55.6,1,2,54,54286.1,217.37,0,1,Netherlands,Europe
7335,35.33,1,1,29,56113.37,200.71,0,0,Burundi,Africa
7336,60.53,8,3,48,62784.85,187.76,1,1,Northern Mariana Islands,Oceania
7337,74.54,1,3,34,59785.94,151.95,0,1,Saudi Arabia,Asia
7338,47.64,5,3,60,45632.51,113.8,0,1,Cayman Islands,North America
7339,60.23,4,2,33,47929.83,148.61,1,0,Australia,Oceania
7340,89.34,8,3,29,67132.46,219.94,0,0,Burundi,Africa
7341,34.86,1,1,36,50628.31,109.07,1,1,Liechtenstein,Europe
7342,47.64,5,2,52,45632.51,124.54,0,1,Eritrea,Africa
7343,37.45,5,3,31,51501.38,207.17,1,0,Singapore,Asia
7344,56.39,1,3,54,64021.55,254.65,0,1,Guatemala,North America
7345,35.61,8,3,37,52563.22,108.1,0,1,Uganda,Africa
7346,56.3,3,2,31,47968.32,207.17,0,1,American Samoa,Oceania
7347,55.6,6,3,32,55424.24,178.92,1,1,Somalia,Africa
7348,40.04,8,3,34,40183.75,203.84,1,0,Namibia,Africa
7349,40.17,7,3,26,60575.99,241.03,1,0,Puerto Rico,North America
7350,80.3,4,1,60,58966.22,186.37,1,1,Australia,Oceania
7351,65.77,8,2,34,40183.75,160.03,1,0,Namibia,Africa
7352,59.88,1,3,31,59886.58,131.29,1,0,American Samoa,Oceania
7353,51.87,1,3,19,69646.35,225.58,0,0,Burundi,Africa
7354,82.07,8,2,44,57868.44,187.76,0,1,Tonga,Oceania
7355,44.4,6,0,30,50671.6,138.71,1,0,Panama,North America
7356,82.07,4,3,22,51257.26,136.21,0,1,Hungary,Europe
7357,35.61,3,3,39,23936.86,126.95,0,0,South Africa,Africa
7358,56.39,8,0,46,33951.63,231.95,1,1,Australia,Oceania
7359,46.14,5,1,33,43974.49,196.77,1,1,Afghanistan,Asia
7360,88.12,6,3,38,57868.44,230.93,0,1,Western Sahara,Africa
7361,40.04,0,3,23,25739.09,172.81,0,0,China,Asia
7362,60.23,1,3,43,53922.43,163.48,1,1,Turkey,Asia
7363,71.03,1,1,28,59448.44,230.52,0,0,Egypt,Africa
7364,56.3,3,3,27,55901.12,193.29,0,0,United Arab Emirates,Asia
7365,72.07,1,3,36,32549.95,109.98,1,0,American Samoa,Oceania
7366,36.08,8,1,45,74903.41,137.24,1,1,Bosnia and Herzegovina,Europe
7367,34.3,7,3,34,59785.94,204.22,1,1,Hungary,Europe
7368,42.6,1,0,31,39799.73,207.17,0,0,Guam,Oceania
7369,81.58,5,2,55,64564.07,163.48,1,1,Turkey,Asia
7370,71.28,1,3,32,53188.69,178.92,1,1,Somalia,Africa
7371,36.56,8,2,29,69646.35,231.95,1,1,Australia,Oceania
7372,40.04,7,2,34,20592.99,160.03,0,0,Brunei Darussalam,Asia
7373,81.58,8,0,26,56694.12,259.76,0,0,Qatar,Asia
7374,51.87,8,3,37,59448.44,181.25,0,0,Burundi,Africa
7375,40.04,4,0,38,70582.55,188.56,1,1,Tokelau,Oceania
7376,55.6,8,2,39,71727.51,171.72,0,0,Cameroon,Africa
7377,39.96,1,3,45,59610.81,124.67,0,1,Taiwan,Asia
7378,55.6,5,0,35,66187.58,236.87,0,1,Saint Vincent and the Grenadines,North America
7379,68.01,8,2,33,49101.67,191.82,1,0,Burkina Faso,Africa
7380,73.89,5,1,31,57739.03,207.17,1,0,Singapore,Asia
7381,36.98,1,1,24,50055.33,137.63,1,1,Poland,Europe
7382,43.49,2,3,39,74623.27,109.29,1,0,Jersey,Europe
7383,61.22,0,3,36,51739.63,141.89,1,0,France,Europe
7384,47.74,5,0,40,66873.9,167.22,1,0,Bahamas,North America
7385,79.91,5,0,36,66269.49,232.78,1,0,Puerto Rico,North America
7386,67.56,8,3,28,56180.93,221.94,0,0,Zambia,Africa
7387,70.39,5,3,27,36884.23,168.92,1,0,Netherlands Antilles,North America
7388,45.08,5,0,26,51463.17,259.76,0,0,Angola,Africa
7389,33.33,7,0,26,74903.41,131.68,0,0,Senegal,Africa
7390,78.36,6,3,22,31215.88,122.31,0,0,Bulgaria,Europe
7391,55.6,6,3,24,52252.91,178.92,1,0,Algeria,Africa
7392,51.56,5,3,27,36884.23,115.26,1,0,Lao People's Democratic Republic,Asia
7393,44.33,8,2,36,76003.47,140.46,0,1,Liechtenstein,Europe
7394,89.05,1,3,50,57868.44,123.13,0,1,Saint Vincent and the Grenadines,North America
7395,46.61,4,3,55,36752.24,187.76,0,1,Tonga,Oceania
7396,73.38,1,2,52,43974.49,229.12,0,1,Belgium,Europe
7397,80.47,8,1,38,64564.07,122.04,1,1,Western Sahara,Africa
7398,73.72,5,3,32,55424.24,182.2,0,1,Fiji,Oceania
7399,55.6,1,3,37,23936.86,109.29,1,0,Sri Lanka,Asia
7400,83.71,8,0,45,59886.58,234.26,1,1,Bosnia and Herzegovina,Europe
7401,40.17,7,2,26,68030.18,228.78,1,0,Puerto Rico,North America
7402,36.08,7,2,45,59610.81,138.71,1,1,Maldives,Asia
7403,80.3,5,3,60,39031.89,122.02,0,1,Belgium,Europe
7404,80.3,1,2,52,27241.11,117.75,1,1,Cuba,North America
7405,49.21,1,3,27,54286.1,222.11,0,0,Ukraine,Europe
7406,41.73,8,0,31,59886.58,183.85,1,1,Hong Kong,Asia
7407,44.15,5,0,23,56725.47,217.37,1,1,Czech Republic,Europe
7408,68.01,1,2,33,39616,191.82,1,0,Vanuatu,Oceania
7409,73.72,1,0,35,73889.99,202.61,1,0,Bolivia,South America
7410,82.07,8,3,21,46868.53,121.07,1,0,Eritrea,Africa
7411,48.03,8,0,40,57260.41,120.06,0,1,Albania,Europe
7412,54.39,8,3,34,40183.75,168.34,1,0,Equatorial Guinea,Africa
7413,82.07,6,3,22,31215.88,121.07,0,0,Austria,Europe
7414,65.59,5,3,39,65953.76,159.46,1,1,Belize,North America
7415,72.23,4,2,40,66873.9,229.22,1,0,Luxembourg,Europe
7416,42.04,8,3,49,39031.89,195.69,1,1,Australia,Oceania
7417,75.24,1,3,41,57846.68,167.86,1,1,Turkey,Asia
7418,35.61,5,3,37,51691.55,181.02,0,1,Peru,South America
7419,86.06,6,2,32,55424.24,178.92,1,0,Bolivia,South America
7420,44.46,7,1,33,43974.49,125.27,0,0,Indonesia,Asia
7421,40.04,8,3,34,59785.94,160.03,0,0,Namibia,Africa
7422,86.06,1,3,32,55424.24,178.92,1,1,Saudi Arabia,Asia
7423,51.24,5,2,36,32549.95,141.52,1,1,French Polynesia,Oceania
7424,83.71,4,0,42,57868.44,129.8,0,1,Costa Rica,North America
7425,74.41,1,3,32,70505.06,172.83,0,0,Chile,South America
7426,78.79,5,2,36,73882.91,222.25,1,0,Chad,Africa
7427,77.14,5,3,33,61005.87,204.02,1,0,Vanuatu,Oceania
7428,49.96,8,2,34,59785.94,183.82,1,1,Equatorial Guinea,Africa
7429,66.69,9,3,40,56113.37,182.2,0,0,Thailand,Asia
7430,47.64,8,0,29,61230.03,167.22,0,1,Netherlands,Europe
7431,74.54,8,2,50,43974.49,123.13,0,1,Bangladesh,Asia
7432,89.05,7,0,44,57846.68,227.63,0,1,Bulgaria,Europe
7433,41.73,5,0,23,58151.87,217.37,1,0,Ethiopia,Africa
7434,60.53,1,3,38,71455.62,125.27,0,0,Burundi,Africa
7435,89.05,8,0,23,25739.09,146.8,0,1,China,Asia
7436,56.39,5,0,29,69718.19,115.6,0,1,Cayman Islands,North America
7437,84.98,6,3,32,31265.75,178.92,1,0,Chile,South America
7438,79.15,5,0,26,31265.75,207.96,1,0,Saint Lucia,North America
7439,70.39,5,3,36,18368.57,115.26,1,0,Qatar,Asia
7440,44.11,1,2,41,55121.65,204.79,0,0,Sweden,Europe
7441,41.73,4,0,25,25686.34,241.03,1,0,Netherlands Antilles,North America
7442,54.88,8,3,22,31215.88,121.07,0,0,Austria,Europe
7443,54.08,8,1,36,59240.24,222.25,0,0,Kazakhstan,Asia
7444,65.77,5,3,41,48335.2,137.24,0,1,Micronesia,Oceania
7445,86.06,4,0,35,73889.99,226.54,1,0,Guernsey,Europe
7446,55.6,6,3,35,73884.48,236.87,0,0,Cameroon,Africa
7447,83.71,4,2,42,43241.19,158.35,0,1,Czech Republic,Europe
7448,84.73,5,3,43,60575.99,136.4,0,1,Bangladesh,Asia
7449,86.06,5,0,35,42696.67,202.61,1,0,Guernsey,Europe
7450,86.06,6,0,32,55424.24,178.92,1,0,Latvia,Europe
7451,64.75,8,3,36,61610.05,140.46,0,1,Guinea,Africa
7452,44.72,5,3,38,62792.43,122.04,1,0,Myanmar,Asia
7453,55.6,1,2,37,23936.86,214.42,0,1,Cote d'Ivoire,Africa
7454,63.04,8,1,49,45632.51,168.34,0,1,Netherlands,Europe
7455,60.72,0,2,28,47258.59,217.37,0,0,Czech Republic,Europe
7456,44.78,8,1,38,57868.44,220.48,0,1,Western Sahara,Africa
7457,87.35,1,0,26,53336.76,131.68,0,0,United Arab Emirates,Asia
